season,week,home_team,away_team,home_score,away_score,home_win,home_point_diff,away_point_diff,point_diff_advantage,home_off_vs_away_def,away_off_vs_home_def,yards_advantage,home_rolling_win_pct,home_rolling_points,away_rolling_win_pct,away_rolling_points,rolling_win_advantage,rolling_point_diff_advantage,home_ARI,home_ATL,home_BAL,home_BUF,home_CAR,home_CHI,home_CIN,home_CLE,home_DAL,home_DEN,home_DET,home_GB,home_HOU,home_IND,home_JAX,home_KC,home_LA,home_LAC,home_LV,home_MIA,home_MIN,home_NE,home_NO,home_NYG,home_NYJ,home_PHI,home_PIT,home_SEA,home_SF,home_TB,home_TEN,home_WAS,away_ARI,away_ATL,away_BAL,away_BUF,away_CAR,away_CHI,away_CIN,away_CLE,away_DAL,away_DEN,away_DET,away_GB,away_HOU,away_IND,away_JAX,away_KC,away_LA,away_LAC,away_LV,away_MIA,away_MIN,away_NE,away_NO,away_NYG,away_NYJ,away_PHI,away_PIT,away_SEA,away_SF,away_TB,away_TEN,away_WAS
2020,1,NYG,PIT,16.0,26.0,0,0,0,0,-3.7037945,3.7037945,-3.7037945,0.5,22.0,0.5,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,1,DEN,TEN,14.0,16.0,0,0,0,0,-2.6954231,2.6954231,-2.6954231,0.5,22.0,0.5,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,2,CLE,CIN,35.0,30.0,1,0,0,0,5.945095,-5.945095,5.945095,0.0,6.0,0.0,13.0,0.0,-29.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2,CHI,NYG,17.0,13.0,1,0,0,0,2.8704739,-2.8704739,2.8704739,1.0,27.0,0.0,16.0,1.0,14.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,2,DAL,ATL,40.0,39.0,1,0,0,0,6.760689,-6.760689,6.760689,0.0,17.0,0.0,25.0,0.0,10.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2,GB,DET,42.0,21.0,1,0,0,0,6.0118446,-6.0118446,6.0118446,1.0,43.0,0.0,23.0,1.0,13.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2,IND,MIN,28.0,11.0,1,0,0,0,-9.108612,9.108612,-9.108612,0.0,20.0,0.0,34.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,2,MIA,BUF,28.0,31.0,0,0,0,0,-10.58749,10.58749,-10.58749,0.0,11.0,1.0,27.0,-1.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2,NYJ,SF,13.0,31.0,0,0,0,0,-4.095318,4.095318,-4.095318,0.0,17.0,0.0,20.0,0.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,2,PHI,LA,19.0,37.0,0,0,0,0,-7.619007,7.619007,-7.619007,0.0,17.0,1.0,20.0,-1.0,-13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2,PIT,DEN,26.0,21.0,1,0,0,0,-0.006713867,0.006713867,-0.006713867,1.0,26.0,0.0,14.0,1.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2,TB,CAR,31.0,17.0,1,0,0,0,-0.7992859,0.7992859,-0.7992859,0.0,23.0,0.0,30.0,0.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2,TEN,JAX,33.0,30.0,1,0,0,0,2.359211,-2.359211,2.359211,1.0,16.0,1.0,27.0,0.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2,ARI,WAS,30.0,15.0,1,0,0,0,6.1285515,-6.1285515,6.1285515,1.0,24.0,1.0,27.0,0.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,2,HOU,BAL,16.0,33.0,0,0,0,0,7.061226,-7.061226,7.061226,0.0,20.0,1.0,38.0,-1.0,-46.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2,LAC,KC,20.0,23.0,0,0,0,0,-4.9794617,4.9794617,-4.9794617,1.0,16.0,1.0,34.0,0.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2,SEA,NE,35.0,30.0,1,0,0,0,1.4973755,-1.4973755,1.4973755,1.0,38.0,1.0,21.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,2,LV,NO,34.0,24.0,1,0,0,0,0.22437668,-0.22437668,0.22437668,1.0,34.0,1.0,34.0,0.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,3,JAX,MIA,13.0,31.0,0,0,0,0,3.3503265,-3.3503265,3.3503265,0.5,28.5,0.0,19.5,0.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,ATL,CHI,26.0,30.0,0,0,0,0,1.7031174,-1.7031174,1.7031174,0.0,32.0,1.0,22.0,-1.0,-11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,BUF,LA,35.0,32.0,1,0,0,0,0.58652496,-0.58652496,0.58652496,1.0,29.0,1.0,28.5,0.0,-4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,CLE,WAS,34.0,20.0,1,0,0,0,2.9524422,-2.9524422,2.9524422,0.5,20.5,0.5,21.0,0.0,-11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,3,MIN,TEN,30.0,31.0,0,0,0,0,7.159424,-7.159424,7.159424,0.0,22.5,1.0,24.5,-1.0,-15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,3,NE,LV,36.0,20.0,1,0,0,0,0.8375244,-0.8375244,0.8375244,0.5,25.5,1.0,34.0,-0.5,-4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,NYG,SF,9.0,36.0,0,0,0,0,-6.577379,6.577379,-6.577379,0.0,14.5,0.5,25.5,-0.5,-14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,3,PHI,CIN,23.0,23.0,0,0,0,0,-0.2505722,0.2505722,-0.2505722,0.0,18.0,0.0,21.5,0.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,PIT,HOU,28.0,21.0,1,0,0,0,-8.833622,8.833622,-8.833622,1.0,26.0,0.0,18.0,1.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,IND,NYJ,36.0,7.0,1,0,0,0,1.9746819,-1.9746819,1.9746819,0.5,24.0,0.0,15.0,0.5,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020,3,LAC,CAR,16.0,21.0,0,0,0,0,-0.040039062,0.040039062,-0.040039062,0.5,18.0,0.0,23.5,0.5,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,ARI,DET,23.0,26.0,0,0,0,0,9.520348,-9.520348,9.520348,1.0,27.0,0.0,22.0,1.0,22.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,DEN,TB,10.0,28.0,0,0,0,0,-3.9959183,3.9959183,-3.9959183,0.0,17.5,0.5,27.0,-0.5,-5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,3,SEA,DAL,38.0,31.0,1,0,0,0,-3.992691,3.992691,-3.992691,1.0,36.5,0.5,28.5,0.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,NO,GB,30.0,37.0,0,0,0,0,-4.159313,4.159313,-4.159313,0.5,29.0,1.0,42.5,-0.5,-14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,BAL,KC,20.0,34.0,0,0,0,0,-7.9689445,7.9689445,-7.9689445,1.0,35.5,1.0,28.5,0.0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,4,NYJ,DEN,28.0,37.0,0,0,0,0,-1.228447,1.228447,-1.228447,0.0,12.333333333333334,0.0,15.0,0.0,-10.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,4,CAR,ARI,31.0,21.0,1,0,0,0,-3.944416,3.944416,-3.944416,0.3333333333333333,22.666666666666668,0.6666666666666666,25.666666666666668,-0.3333333333333333,-9.666666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,4,CIN,JAX,33.0,25.0,1,0,0,0,-0.7177963,0.7177963,-0.7177963,0.3333333333333333,22.0,0.3333333333333333,23.333333333333332,0.0,2.0000000000000004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,4,DAL,CLE,38.0,49.0,0,0,0,0,2.0602608,-2.0602608,2.0602608,0.3333333333333333,29.333333333333332,0.6666666666666666,25.0,-0.3333333333333333,1.333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,4,DET,NO,29.0,35.0,0,0,0,0,-1.8525314,1.8525314,-1.8525314,0.3333333333333333,23.333333333333332,0.3333333333333333,29.333333333333332,0.0,-5.333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,4,HOU,MIN,23.0,31.0,0,0,0,0,-1.0279388,1.0279388,-1.0279388,0.0,19.0,0.0,25.0,0.0,-3.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,4,MIA,SEA,23.0,31.0,0,0,0,0,-6.645195,6.645195,-6.645195,0.3333333333333333,23.333333333333332,1.0,37.0,-0.6666666666666667,-6.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,4,TB,LAC,38.0,31.0,1,0,0,0,-0.7592468,0.7592468,-0.7592468,0.6666666666666666,27.333333333333332,0.3333333333333333,17.333333333333332,0.3333333333333333,8.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,4,WAS,BAL,17.0,31.0,0,0,0,0,0.8453865,-0.8453865,0.8453865,0.3333333333333333,20.666666666666668,0.6666666666666666,30.333333333333332,-0.3333333333333333,-18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,4,LA,NYG,17.0,9.0,1,0,0,0,10.697359,-10.697359,10.697359,0.6666666666666666,29.666666666666668,0.0,12.666666666666666,0.6666666666666666,19.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,4,CHI,IND,11.0,19.0,0,0,0,0,-1.5862694,1.5862694,-1.5862694,1.0,24.666666666666668,0.6666666666666666,28.0,0.33333333333333337,-9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,4,LV,BUF,23.0,30.0,0,0,0,0,-6.277195,6.277195,-6.277195,0.6666666666666666,29.333333333333332,1.0,31.0,-0.33333333333333337,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,4,SF,PHI,20.0,25.0,0,0,0,0,3.4990273,-3.4990273,3.4990273,0.6666666666666666,29.0,0.0,19.666666666666668,0.6666666666666666,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,4,KC,NE,26.0,10.0,1,0,0,0,7.6009216,-7.6009216,7.6009216,1.0,30.333333333333332,0.6666666666666666,29.0,0.33333333333333337,3.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,4,GB,ATL,30.0,16.0,1,0,0,0,4.3680344,-4.3680344,4.3680344,1.0,40.666666666666664,0.0,30.0,1.0,18.333333333333336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
